entity_name,entity_type
Amin Mahdavi,Individual
Delta Parts Supply Fzc,Entity
Javad Karimi Sabet,Individual
Behrouz Kamalvandi,Individual
Pezhman Rahimian,Individual
Luna Al Shibl,Individual
Mohamad Ammar Saati Bin Mohamad Nawzad,Individual
Samer Ismail,Individual
Ghaith Dalah,Individual
Fadi Saqr,Individual
Zagros Petrochemical,Entity
Jiarui Peng,Individual
Baolong Xia,Individual
Huining Luo,Individual
Wassim Anwar Al-Qattan,Individual
Intersection Llc,Entity
Al-Jalaa Hotel,Entity
Massa Plaza Mall,Entity
Yalbagha Complex,Entity
Adam Trading And Investment Llc,Entity
Muruj Cham Investment And Tourism Group,Entity
Larosa Furniture,Entity
Wassim Kattan Llc,Entity
Hafez Al-Assad,Individual
Karam Al-Assad,Individual
Zuhair Tawfik Al-Assad,Individual
First Division Of The Syrian Arab Army,Entity
Xinjiang Production And Construction Corps,Entity
Jinlong Sun,Individual
Faruq Hamud,Individual
Elemento Limited,Entity
Elemento Oil & Gas Ltd,Entity
Jingho Technology Co. Limited,Entity
Dynapex Energy Limited,Entity
Mobin International Limited,Entity
Mahmoud Madanipour,Individual
Mobin Holding Limited,Entity
Oman Fuel Trading Ltd,Entity
Yuriy Khadzymuratavich Karaeu,Individual
Alyaksandr Pyatrovich Barsukou,Individual
Ivan Uladzimiravich Kubrakou,Individual
Dzmitriy Uladzimiravich Balaba,Individual
Jose Bernabe Gutierrez Parra,Individual
Miguel Antonio Jose Ponente Parra,Individual
Guillermo Antonio Luces Osorio,Individual
Chaim Jose Bucaran Paraguan,Individual
Williams Jose Benavides Rondon,Individual
Paul Herbert Oquist Kelley,Individual
Yuriy Henadzievich Nazaranka,Individual
Trio Energy Dmcc,Entity
Dinrin Limited,Entity
Petrotech Fze,Entity
Dmitrii Karasavidi,Individual
Element Capital Advisors Limited,Entity
Yasser Hussein Ibrahim,Individual
Instituto Nacional De Los Espacios Acuaticos E Insulares,Entity
Yanxiong Zheng,Individual
Rustanker Llc,Entity
Zhihang Ship Management Shanghai Co Ltd,Entity
New Far International Logistics Limited,Entity
Chemtrans Petrochemicals Trading Llc,Entity
Sino Energy Shipping Hongkong Limited,Entity
Min Shi,Individual
Zuoyou Lin,Individual
Alireza Amin,Individual
Danil Potekhin,Individual
Abadan Oil Refining Company,Entity
Eric Chan,Individual
Xiaoming Zhang,Individual
John Ka-Chiu Lee,Individual
Nazir Ahmad Mohammed Jamaleddine,Individual
Tamayoz Llc,Entity
Rawafed Damascus Private Joint Stock Company,Entity
Ramak Development And Humanitarian Projects Llc,Entity
Al-Amar One-Person Llc,Entity
Timeet Trading Llc,Entity
Wings Private Jsc,Entity
Castle Holding Gmbh,Entity
Art House Gmbh,Entity
Alel Technologies Llc,Entity
Luzy Technologies Llc,Entity
Cosmo Resources Pte. Ltd.,Entity
Fourth Division Of The Syrian Arab Army,Entity
Ahmad Sabir Mohammed Hamsho,Individual
Asma Al-Assad,Individual
Amr Mohamed Hamsho,Individual
Ali Muhammad Hamsho,Individual
Adel Anwar Al-Olabi,Individual
Mirza Company,Entity
Bunyan Damascus Private Joint Stock Company,Entity
Damascus Cham For Management Llc,Entity
Felix Osilama Okpoh,Individual
Nnamdi Orson Benson,Individual
Abiola Ayorinde Kayode,Individual
Majid Agha'I,Individual
Amjad Sazgar,Individual
Bi Sidi Souleymane,Individual
Kalai Industries,Entity
Rania Aldabbas,Individual
Grand Town Tourist City,Entity
Telefocus Consultants Inc,Entity
Zubaidi And Qalei Llc,Entity
Castle Investment Holding,Entity
Ebla Hotel,Entity
Khaled Al-Zubaidi,Individual
Nader Kalai,Individual
Santiago Jose Moron Hernandez,Individual
Ricardo Jose Moron Hernandez,Individual
Telefocus Sal Offshore,Entity
Micheal Olorunyomi,Individual
Bushra Al-Assad,Individual
Samer Al-Dana,Individual
Global Industrial And Engineering Supply Ltd.,Entity
Qasioun Mall,Entity
Xinjiang Public Security Bureau,Entity
Liujun Huo,Individual
Mingshan Wang,Individual
Alessandro Bazzoni,Individual
Francisco Javier D'Agostino Casado,Individual
Hailun Zhu,Individual
Quanguo Chen,Individual
David Eugenio De Lima Salas,Individual
Military Construction Establishment,Entity
Productive Projects Administration,Entity
Chris Tang,Individual
Teresa Cheng,Individual
Stephen Lo,Individual
Erick Tsang,Individual
Carrie Lam,Individual
Zhe Jiang Jiayi Small Commodities Trade Company Limited,Entity
Mohamed Al-Kani,Individual
Limited Shen Yang Jing Cheng Machinery Imp&Exp. Co.,Entity
Shine Dragon Group Limited,Entity
Manal Al-Assad,Individual
Ali Danaei Kenarsari,Individual
Mohsen Gohardehi,Individual
Ooo M Invest,Entity
Alireza Rahnavard,Individual
Hamidreza Yahya Zadeh,Individual
Reza Vaziri,Individual
Tara Steel Trading Gmbh,Entity
Ghassan Ali Bilal,Individual
Metil Steel,Entity
Pacific Steel Fze,Entity
Better Future General Trading Co Llc,Entity
Tuka Metal Trading Dmcc,Entity
Sirjan Jahan Steel Complex,Entity
Andrei Sergeevich Mandel,Individual
Iran Central Iron Ore Company,Entity
Mikhail Sergeyevich Potepkin,Individual
Igor Valerievich Lavrenkov,Individual
Limited China Concord Petroleum Co.,Entity
Kunlun Holding Company Ltd.,Entity
Kunlun Shipping Company Limited,Entity
Bin Xu,Individual
Yi Li,Individual
Luqian Shen,Individual
Yu Hua Mao,Individual
Roberto Jose Lopez Gomez,Individual
Ramon Antonio Avellan Medal,Individual
Good Siblings Ltd,Entity
Always Smooth Ltd,Entity
Weihai Huijiang Trade Limited,Entity
Silver Bridge Shipping Co-Hkg,Entity
Ahmed Ag Albachar,Individual
Ajay Gupta,Individual
Pegasus 88 Limited,Entity
Rajesh Gupta,Individual
Ltd. Cosco Shipping Tanker (DALIAN) Seaman And Ship Management Co.,Entity
Etemad Tejarate Pars Co.,Entity
Tawafuk Ltd,Entity
Alumix,Entity
Saafartex Zona Franca Sas,Entity
Korea Namgang Trading Corporation,Entity
Goran Andric,Individual
Bluelane Overseas Sa,Entity
Caroil Transport Marine Ltd,Entity
Juan Carlos Dugarte Padron,Individual
Tovase Development Corp,Entity
Trocana World Inc.,Entity
Gustavo Adolfo Vizcaino Gil,Individual
National Development Fund Of Iran,Entity
Lumberto Ignacio Campbell Hooker,Individual
Salim Essa,Individual
Kur Ajing Ater,Individual
Lou Trading And Investment Company Limited,Entity
Mohsen Reza'I,Individual
Mohsen Qomi,Individual
Gholamreza Soleimani,Individual
Ali Abdollahi,Individual
Nestor Neptali Blanco Hurtado,Individual
Optima Freight Oy,Entity
Gch Finland Oy,Entity
Unicum Trade Oy,Entity
Acex Oy,Entity
Songyan Ji,Individual
Longbao Zhang,Individual
Emprendimientos Inmobiliarios Misiones S.A.,Entity
Apolo Informatica S.A.,Entity
Gholam Ali Rashid,Individual
Mohammad Bagheri,Individual
Armed Forces General Staff,Entity
Mojtaba Khamenei,Individual
Ashraf Seed Ahmed Al-Cardinal,Individual
Alcardinal General Trading Limited,Entity
Alcardinal General Trading Llc,Entity
Al Cardinal Investments Co. Ltd,Entity
Alcardinal Petroleum Company Limited,Entity
Niletel,Entity
Global United Biotechnology Inc.,Entity
Pedro Miguel Carreno Escobar,Individual
Nagham Al Hayat Ltd.,Entity
Jose Adelino Ornelas Ferreira,Individual
Carlos Alberto Calderon Chirinos,Individual
Ahrar Al-Sharqiya,Entity
Jawad Nur-Al-Din,Individual
Sheikh Yusuf Aasi,Individual
Ebrahim Raisi,Individual
Hossein Dehghan,Individual
Vahid Haghanian,Individual
Gholamali Haddad-Adel,Individual
Thinh Cuong Company Limited,Entity
Talaqi Group,Entity
Hokoul Sal Offshore,Entity
Muhammad Ali Sayid Ahmad,Individual
Manara S.A.S.,Entity
Global Energy Company S.A.S.,Entity
Alamo Trading S.A.,Entity
Antiqua Del Caribe S.A.S.,Entity
Avanti Global Group S.A.S.,Entity
Gruppo Domano S.R.L.,Entity
Amir Luis Saab Moran,Individual
Luis Alberto Saab Moran,Individual
Inversiones Rodime S.A.,Entity
Venedig Capital S.A.S.,Entity
Fundacion Venedig,Entity
David Nicolas Rubio Gonzalez,Individual
S.A. Dimaco Technology,Entity
Corporacion Acs Trading S.A.S.,Entity
Global De Textiles Andino S.A.S.,Entity
Saab Certain & Compania S. En C.,Entity
Beijing Sukbakso,Entity
Agro Xpo S.A.S.,Entity
S.A. Techno Energy,Entity
Almaida Marani Salvin,Individual
Muhammad Kamal Al-Ayy,Individual
Beratex Group Limited,Entity
Linburg Industries Ltd.,Entity
Kwang Chol Pyon,Individual
Kwang Sok Sim,Individual
Myong Hyon Choe,Individual
Muhammad Sa'Id Izadi,Individual
Chol Hak Kang,Individual
Than Oo,Individual
Aung Aung,Individual
Min Aung Hlaing,Individual
Soe Win,Individual
Kale Kayihura,Individual
Muhammad Sarur,Individual
Kamal Abdelrahman Aref Awad,Individual
Fawaz Mahmud Ali Nasser,Individual
Song Hun Kim,Individual
Mundo Informatico Paraguay S.A.,Entity
Zaher Jabarin,Individual
Alizaheer Mohammad Mehdi,Individual
Bluenoroff,Entity
Andariel,Entity
Muhammad Al-Hindi,Individual
Hatib Hajan Sawadjaan,Individual
Noor Wali,Individual
Hajji Taysir,Individual
Marwan Issa,Individual
Hurras Al-Din,Entity
Baha' Abu Al-'Ata,Individual
Ali Karaki,Individual
Muhammad Haydar,Individual
Abu Abdullah Ibn Umar Al-Barnawi,Individual
Iran Space Agency,Entity
Iran Space Research Center,Entity
Astronautics Research Institute,Entity
Lazarus Group,Entity
Akhilesh Kumar,Individual
Fourteen Star Shipping Management,Entity
Zafar Anis Ishteyaq Hussain,Individual
Five Energy Oil Trading,Entity
Africo 1 Off-Shore Sal,Entity
Anuj Bhardwaj,Individual
Mohammadreza Ali Akbari,Individual
Morteza Ghasemi,Individual
Ali Qasir,Individual
Mehdi Group,Entity
Shamsollah Asadi,Individual
Kish P And I Club,Entity
Hamrahan Pishro Tejarat Trading Company,Entity
Mahmud Ashtari,Individual
Autolex Transport Ltd.,Entity
Nicaraguan National Police,Entity
Saleh Assi,Individual
Tony Saab,Individual
Minocongo,Entity
Pain Victoire,Entity
Trans Gazelle,Entity
Inter Aliment Sal Off-Shore,Entity
Salasko Offshore S.A.L.,Entity
Al Yumun Real Estate Company Sal,Entity
Alexander Nikolaevich Ganov,Individual
Taban Deng Gai,Individual
Moses Mukiibi,Individual
Wilson Masalu Musene,Individual
Dorah Mirembe,Individual
Patrick Ecobu,Individual
S.A. De C.V. Gbj De Colima,Entity
International Investments Holding S.A. De C.V.,Entity
Blue Star Diamond Sal - Offshore,Entity
Beirut Trade Sal,Entity
Noumayriye 1057 Sal,Entity
Gebaa 2480 Sal,Entity
Gatewick Llc,Entity
Vectura Trans Doo,Entity
Finrost Limited,Entity
Tardigrade Limited,Entity
Moonstorm Enterprises Limited,Entity
Business Diversity Limited,Entity
Kim Sophary,Individual
Kim Phara,Individual
Corporativo Sushi Provi S. De R.L. De C.V.,Entity
Ltd. Cambo Elite Security Force Co.,Entity
Nazem Said Ahmad,Individual
Beirut Diam Sal,Entity
Beirut Gem Sal,Entity
Montecarlo Beach Sal,Entity
Debbiye 143 Sal,Entity
Nour Holding Sal,Entity
Aramoun 1506 Sal,Entity
Damour 850 Sal,Entity
Ltd. Romdoul Development Co.,Entity
Araneks Doo,Entity
S.A. Consorcio Venezolano De Industrias Aeronauticas Y Servicios Aereos,Entity
Yinyin Tian,Individual
Iran Aluminum Company,Entity
Khalagh Tadbir Pars Co.,Entity
Jose Gregorio Noriega Figueroa,Individual
Luis Eduardo Parra Rivero,Individual
Jose Dionisio Brito Rodriguez,Individual
Conrado Antonio Perez Linares,Individual
Negal Manuel Morales Llovera,Individual
Franklyn Leonardo Duarte,Individual
Adolfo Ramon Superlano,Individual
Ali Shamkhani,Individual
Hongyuan Marine Co Ltd,Entity
Hormozgan Steel Company,Entity
Saba Steel,Entity
Alwefaq Ltd,Entity
Jiadong Li,Individual
Asa'Ib Ahl Al-Haq,Entity
Esfahan Steel Company,Entity
Khorasan Steel Company,Entity
South Kaveh Steel Company,Entity
Chadormalu Mining & Industrial Company,Entity
Oxin Steel Company,Entity
Arfa Iron And Steel Company,Entity
S.A. De C.V. Master Reposterias Y Restaurantes,Entity
Iran Alloy Steel Company,Entity
Almahdi Aluminum Co.,Entity
National Iranian Copper Industries Company,Entity
Golgohar Mining And Industrial Company,Entity
Iranian Ghadir Iron & Steel Co.,Entity
Reputable Trading Source Llc,Entity
Faysal Al-Wadi,Individual
Musbah Mohamad M Wadi,Individual
Nourddin Milood M Musbah,Individual
Khouzestan Steel Company,Entity
Trust Insurance Services S.A.L.,Entity
Melvale Corporation Doo Beograd,Entity
Falcon Strategic Solutions Doo,Entity
Khamis Farhan Al-Khanjar Al-Issawi,Individual
Seka Musa Baluku,Individual
Amigo Kibirige,Individual
Muhammed Lumisa,Individual
Elias Segujja,Individual
Kayiira Muhammad,Individual
Amisi Kasadha,Individual
Abud Stephen Thiongkol,Individual
Malual Dhal Muorwel,Individual
Michael Kuajien,Individual
John Top Lam,Individual
Angelo Kuot Garang,Individual
Kun Kim,Individual
King Chandy,Individual
S.A. Distribuidora Nicaraguense De Petroleo,Entity
Acl Ithalat Ihracat,Entity
Nejaat Social Welfare Organization,Entity
Sayed Habib Ahmad Khan,Individual
Rohullah Wakil,Individual
Guangfu Zheng,Individual
Sahloul Money Exchange Company,Entity
Tawasul Company,Entity
Al Sultan Money Transfer Company,Entity
Ltd. 7 Makara Phary Co.,Entity
Taotao Zhang,Individual
Corporacion Panamericana S.A.,Entity
Hussein Falah Al-Lami,Individual
Mohammad Javad Azari Jahromi,Individual
Qais Al-Khazali,Individual
Laith Al-Khazali,Individual
Rafael Antonio Ortega Murillo,Individual
Servicio De Proteccion Y Vigilancia S.A.,Entity
Inversiones Zanzibar Sociedad Anonima,Entity
Limited Allyrise Technology Group Co.,Entity
Velcom Trade Doo Beograd,Entity
Ltd. K D Rubber Plantation Co.,Entity
Try Pheap,Individual
Latvijas Tranzita Biznesa Asociacija,Entity
Grand Service Express,Entity
Abdolhossein Khedri,Individual
Khedri Jahan Darya Co,Entity
Maritime Silk Road Llc,Entity
Jahan Destinations Travel And Tourism Llc,Entity
Ltd. Gomei Air Services Co.,Entity
Esad Kapidzic,Individual
Nebojsa Sarenac,Individual
Zoran Petrovic,Individual
Nikola Brkic,Individual
Milan Subotic,Individual
Zelimir Petrovic,Individual
Sreten Cvjetkovic,Individual
Ljubo Maricic,Individual
Biznesa Attistibas Asociacija,Entity
Ventspils Attistibas Agentura,Entity
Aivars Lembergs,Individual
A.S. Tranz-Tel,Entity
Ltd. Try Pheap Group Co.,Entity
Ltd. M. D. S. Import Export Co.,Entity
Ltd. Try Pheap Dry Port Co.,Entity
Ltd. Try Pheap Engineering & Construction Co.,Entity
Ltd. Try Pheap Grand Royal Cambodia Co.,Entity
Ltd. Try Pheap Import Export Co.,Entity
Ltd. Papa Petroleum Co.,Entity
Ltd. Try Pheap Property Co.,Entity
Ltd. Romdoul Capital Pawn Co.,Entity
Ltd. Try Pheap Travel & Tours Co.,Entity
Ltd. Try Pheap Oyadav S E Z Co.,Entity
Rao Anwar,Individual
Marian Kocner,Individual
S.R.O. Hotel Holding,Entity
International Investment Development Holding A.S.,Entity
International Investment Hotels Holdings A.S.,Entity
S.R.O. Sprava A Inkaso Pohladavok,Entity
S.R.O. Sprava A Inkaso Zmeniek,Entity
Ltd. M D S Thmorda S E Z Co.,Entity
Cilia Adela Flores De Maduro,Individual
Iran Helicopter Support And Renewal Company,Entity
Iran Aircraft Industries,Entity
Green Wave Telecommunication,Entity
Morteza Razavi,Individual
Rajaee Shahr Prison,Entity
Gholamreza Ziaei,Individual
Shi Yuhua,Individual
Abolghassem Salavati,Individual
Mohammad Moghisseh,Individual
Sadegh Amoli Larijani,Individual
Supreme Council Of Cyberspace,Entity
National Cyberspace Center,Entity
Ltd. Dandong Jinxiang Trade Co.,Entity
Ho Kyu Kim,Individual
Tong Sok Pak,Individual
Siddhartha Dhar,Individual
Inc. Bochuang Ceramic,Entity
Abdelatif Gaini,Individual
Shahid Shustari Industries,Entity
S-Cape Yacht Charter Limited,Entity
S-Cape Limited,Entity
Oceano Blu Trading Limited,Entity
Adj Trading Limited,Entity
Andrea Martina Limited,Entity
Petropark S.R.L.,Entity
Shahid Kharrazi Industries,Entity
Shahid Sanikhani Industries,Entity
Shahid Moghaddam Industries,Entity
Shahid Eslami Research Center,Entity
Moku Goldmines Ag,Entity
Yuequn Zhu,Individual
Song Nam Choe,Individual
Chol Kim,Individual
Andrey Vladimirovich Cherezov,Individual
Evgeniy Petrovich Grabchak,Individual
Khalid Batarfi,Individual
Svetlana Anatolievna Malakhova,Individual
Pavel Vladimirovich Malgin,Individual
Elena Nikolaevna Kostenko,Individual
Lengiproneftekhim Ooo,Entity
Ao Vad,Entity
Surgutmebel Ooo,Entity
Valeri Vyacheslavovich Abramov,Individual
Viktor Pavlovich Perevalov,Individual
Media-Invest Ooo,Entity
Dmitry Vladimirovich Ovsyannikov,Individual
Pskovnefteprodukt Ooo,Entity
Ck International Ltd,Entity
Beijing Chengxing Trading Co. Ltd.,Entity
Jong Sam Paek,Individual
Tok Jin Ri,Individual
Man Bok Jong,Individual
Man Chun Kim,Individual
Kyong Hak Kim,Individual
Pyong Chan Kim,Individual
Song Kim,Individual
Kwon U Han,Individual
Gorge Limited,Entity
Gooryong Shipping Co Ltd,Entity
Tae Chol Ryang,Individual
Hwasong Shipping Co Ltd,Entity
Korea Kumunsan Shipping Co,Entity
Kwang Hun Pak,Individual
Hana Electronics Jvc,Entity
Korea Marine & Industrial Trdg,Entity
Krakern Limited,Entity
Tara Limited,Entity
Seabrass Limited,Entity
Emaxon Finance International Inc.,Entity
Africa Horizons Investment Limited,Entity
Caprikat Limited,Entity
Foxwhelp Limited,Entity
Caprikat And Foxwhelp Sarl,Entity
Lora Enterprises Limited,Entity
Zuppa Holdings Limited,Entity
Orama Properties Ltd,Entity
Dgi Mining Ltd,Entity
Rozaro Development Limited,Entity
Sergey Kusiuk,Individual
Julio Antonio Juarez Ramirez,Individual
Mukhtar Hamid Shah,Individual
Maung Maung Soe,Individual
Yan Gao,Individual
Benjamin Bol Mel,Individual
Preduzece Za Trgovinu Na Veliko I Malo Partizan Tech Doo Beograd-Savski Venac,Entity
Proglan Capital Ltd,Entity
D.G.I. Israel Ltd,Entity
D.G.D. Investments Ltd.,Entity
International Diamond Industries,Entity
Myong Hun Ri,Individual
Il Hwan Ko,Individual
Vladimir Anatolyevich Tyurin,Individual
Ruben Albertovich Tatulian,Individual
Vesna Hotel And Spa,Entity
Novyi Vek - Media,Entity
Yulia Mayorova,Individual
Ayub Vakhaevich Kataev,Individual
Charso Limited,Entity
Andrei Pavlov,Individual
Gennady Vyacheslavovich Karlov,Individual
Alexei Nikolaevich Sheshenya,Individual
Pieter Albert Deboutte,Individual
Fleurette Properties Limited,Entity
Fleurette Holdings Netherlands B.V.,Entity
Gertler Family Foundation,Entity
Oil Of Dr Congo Sprl,Entity
Jarvis Congo Sarl,Entity
Dan Gertler,Individual
Aleksandr Yevgenyevich Pentya,Individual
Grawit Limited,Entity
Slobodan Tesic,Individual
Rodolfo Clemente Marco Torres,Individual
Francisco Jose Rangel Gomez,Individual
Fabio Enrique Zavarse Pabon,Individual
Gerardo Jose Izquierdo Torres,Individual
Jesus Perez Alvear,Individual
Gallistica Diamante,Entity
Miguel Jose Leone Martinez,Individual
Abukar Ali Adan,Individual
Wanas Al-Faqih,Individual
Motorcycle Art Ltd.,Entity
Hi-Low Properties Ltd.,Entity
Eleven Eighty Eight Limited,Entity
Malta Directories Ltd.,Entity
Mr Handyman Ltd,Entity
Marie De Lourdes Company Limited,Entity
World Water Fisheries Limited,Entity
Kb Investments Limited,Entity
Home And Away Ltd.,Entity
Abmc Thai-South Sudan Construction Company Limited,Entity
Muhammad Al-Ghazali,Individual
Artem Yuryevich Chayka,Individual
Yahya Jammeh,Individual
Yankuba Badjie,Individual
Gulnara Karimova,Individual
Roberto Jose Rivas Reyes,Individual
Kanilai Group International,Entity
Kanilai Worni Family Farms Ltd,Entity
Tehnoglobal Systems Doo Beograd,Entity
